,EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY,CITY,LAT,LON
242,5/28/2020,5/29/2019,Sky Pub and Grill LLC,Sky Bar,"Ruben Albanil Coyolt, Agt",4320152000.0,1339,S,7TH,ST,12.0,2.0,BTAVN,Class B Tavern License,75.0,,4320152000,"Milwaukee, WI",43.0176450001571,-87.9197835032345
243,1/31/2020,2/1/2019,La Fortaleza Grocery LLC,La Fortaleza Grocery,"Franklin R Viera, Agt",4611533100.0,1610,S,7TH,ST,12.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4611533100,"Milwaukee, WI",43.013852145192,-87.9197059824215
244,7/14/2020,7/9/2019,"KOZ'S MINI BOWL, INC",KOZ'S MINI BOWL,"CAROL J KOSAKOSKI, Agt",,2078,S,7TH,ST,12.0,2.0,BTAVN,Class B Tavern License,80.0,,4681610100,"Milwaukee, WI",43.0069148193463,-87.9199053024247
245,10/9/2020,9/27/2019,"BROWNS PLACE, LLC",BROWNS PLACE,"JO ANN BROWN, Agt",5070740000.0,2874,S,7TH,ST,14.0,6.0,BTAVN,Class B Tavern License,25.0,,5070740000,"Milwaukee, WI",42.9924386969604,-87.9201027374618
246,11/27/2019,11/21/2018,Kam's Thistle and Shamrock LLC,Kam's Thistle and Shamrock,"JAKUB B LEPOLD, Agt",2630836100.0,3430,N,84th,ST,5.0,7.0,BTAVN,Class B Tavern License,,,2630836100,"Milwaukee, WI",43.081652341492,-88.0174251385557
247,11/27/2020,11/8/2019,Kam's Thistle and Shamrock LLC,Kam's Thistle and Shamrock,"JAKUB B LEPOLD, Agt",2630836100.0,3430,N,84th,ST,5.0,7.0,BTAVN,Class B Tavern License,99.0,,2630836100,"Milwaukee, WI",43.081652341492,-88.0174251385557
248,12/7/2019,11/27/2018,Carnitas Machetes,Carnitas Machetes,"Alberto Morales, SP",4680321000.0,2000,S,8th,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4680321000,"Milwaukee, WI",43.008171,-87.921296
249,7/1/2020,7/2/2019,"El Coqui Bar, LLC","El Coqui Bar, LLC","Brenda M Salas, Agt",4681628000.0,2078,S,8th,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4681628000,"Milwaukee, WI",43.0068298580071,-87.9213224032211
250,5/24/2020,5/7/2019,A-1 LIQUOR INC,A-1 LIQUOR,"JATINDER P SINGH, Agt",5250104000.0,3107,S,92ND,ST,11.0,6.0,ALQML,Class A Malt & Class A Liquor License,,,5250104000,"Milwaukee, WI",42.9880323018521,-88.0275786123034
251,5/13/2020,4/16/2019,"THE JJL IWEN CORP, INC",1ST CHOICE,"JON R IWEN, Agt",5601351000.0,3872,S,92ND,ST,11.0,6.0,BTAVN,Class B Tavern License,77.0,,5601351000,"Milwaukee, WI",42.9742303159256,-88.0276227524556
252,9/20/2020,9/4/2019,La Franja Grocery LLC,La Franja Groceries,"Marco A Gonzalez, Agt",4970266000.0,2366,S,9TH,PL,12.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4970266000,"Milwaukee, WI",43.0018186347956,-87.9235316303379
253,2/29/2020,2/5/2019,"C & R MARKET, LLC",C & R MARKET,"LISA J YANKE, Agt",5071147000.0,3001,S,9TH,PL,14.0,6.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5071147000,"Milwaukee, WI",42.990015,-87.924014
254,10/8/2020,9/27/2019,Coaches Restaurant & Bar LLC,Coaches,"CHARLES E FOWLKES, Agt",3910872000.0,1125,N,9TH,ST,4.0,1.0,BTAVN,Class B Tavern License,250.0,,3910872000,"Milwaukee, WI",43.04492015,-87.9236794082637
255,8/2/2020,7/9/2019,Bull & A Boy LLC,Glass + Griddle,"Scott J Lurie, Agt",4320419000.0,1130,N,9TH,ST,4.0,1.0,BTAVN,Class B Tavern License,450.0,,3910892000,"Milwaukee, WI",43.0450308,-87.9225004
256,9/6/2020,8/7/2019,LA GUADALUPANA,LA GUADALUPANA/CAFE EL SOL,"Frances A Rivera Gonzalez, Agt",4321124000.0,1028,S,9TH,ST,12.0,2.0,BTAVN,Class B Tavern License,170.0,,4321124000,"Milwaukee, WI",43.020788999585,-87.9224243069119
257,9/21/2020,8/23/2019,FRANKS FOOD,FRANKS FOOD,"FAHIM N MAHMOUD, SP",4970599000.0,2500,S,9TH,ST,14.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4970599000,"Milwaukee, WI",42.99908,-87.922379
258,6/5/2020,5/7/2019,THE END ZONE,THE END ZONE,"JODY A THOMAS, SP",4970940000.0,2690,S,9TH,ST,14.0,2.0,BTAVN,Class B Tavern License,118.0,,4970940000,"Milwaukee, WI",42.9958470506229,-87.9224386789875
259,5/2/2020,4/18/2019,CJ's Sports Bar,CJ's Sports Bar,"SUSAN T KASPRZYK, SP",5361249000.0,3279,S,9TH,ST,14.0,6.0,BTAVN,Class B Tavern License,51.0,,5361249000,"Milwaukee, WI",42.9851421629207,-87.9229127306627
260,4/8/2020,3/26/2019,BUCKAROO LTD,Bryant's Cocktail Lounge,"JOHN M DYE, Agt",4611147000.0,1579,S,9th,ST,12.0,2.0,BTAVN,Class B Tavern License,99.0,,4611147000,"Milwaukee, WI",43.01434255,-87.9228697
261,12/21/2019,11/27/2018,Chivas Bar,Chivas Bar,"FRANCISCO J MERCADO,SANTIAGO S MERCADO, JR,ALFREDO MERCADO,JESUS S MERCADO",4270125110.0,644,S,9th,ST,12.0,2.0,BTAVN,Class B Tavern License,80.0,,4270125110,"Milwaukee, WI",43.0248112653061,-87.92242
262,4/22/2020,3/27/2019,RWS CORPORATION,MORTIMERS PUB,"STEPHEN T SILBER, Agt",,7023,W,ADLER,ST,10.0,3.0,BTAVN,Class B Tavern License,80.0,,4190001000,"Milwaukee, WI",43.0283767962347,-88.0001884493274
263,5/18/2020,5/7/2019,MITCHELL'S TAVERN,MITCHELL'S TAVERN,"BRENT T ROCK, SP",1799986100.0,10433,W,APPLETON,AV,5.0,4.0,BTAVN,Class B Tavern License,100.0,,1799986100,"Milwaukee, WI",43.1250035,-88.042706
264,12/10/2019,11/27/2018,"CIMBALNIK'S LIQUOR, INC",STEVE'S LIQUOR,"STEVEN M CIMBALNIK, Agt",3050941100.0,6213,W,APPLETON,AV,10.0,7.0,ALQML,Class A Malt & Class A Liquor License,,,3050941100,"Milwaukee, WI",43.0732001786862,-87.9900149524732
265,7/5/2020,6/18/2019,"BURRITO BUENO, INC",BURRITO BUENO,"MARCO ARTEAGA, Agt",2240314100.0,8238,W,APPLETON,AV,5.0,7.0,BTAVN,Class B Tavern License,90.0,,2240314100,"Milwaukee, WI",43.1033360152991,-88.014943662398
266,2/8/2020,1/14/2019,WESTSIDE LIQUOR,WESTSIDE LIQUOR,"ZUHEIR N ABDALLAH, SP",2141141000.0,8948,W,APPLETON,AV,2.0,7.0,ALQML,Class A Malt & Class A Liquor License,,,2141141000,"Milwaukee, WI",43.111733,-88.024647
267,2/8/2020,1/14/2019,"EL GRECO, INC",EL GRECO RESTAURANT,"GUS GLIATIS, Agt",1859975100.0,9143,W,APPLETON,AV,5.0,4.0,BTAVN,Class B Tavern License,300.0,,1859975100,"Milwaukee, WI",43.1129362647059,-88.0265355588235
268,5/24/2020,5/7/2019,Runway Lounge LLC,Runway Lounge,"Shawntel Walton, Agt",1859985110.0,9316,W,APPLETON,AV,2.0,4.0,BTAVN,Class B Tavern License,144.0,,1859985110,"Milwaukee, WI",43.1148769310531,-88.0286508472108
269,9/28/2020,9/4/2019,"MJE, INC",HI HAT LOUNGE & GARAGE,"LESLIE S MONTEMURRO, Agt",,1701,N,ARLINGTON,PL,3.0,1.0,BTAVN,Class B Tavern License,159.0,"160 1st floor
99 patio",3552031000,"Milwaukee, WI",43.0530662,-87.8951526
270,7/25/2020,7/9/2019,"BALZAC, INC",BALZAC WINE BAR,"SCOTT M JOHNSON, Agt",,1716,N,ARLINGTON,PL,3.0,1.0,BTAVN,Class B Tavern License,100.0,,3551511000,"Milwaukee, WI",43.0533007,-87.8947215510334
271,4/4/2020,4/5/2019,"AL LIGATOR, INC",THURMANS 15,"Suzanne Lennon, Agt",3550835000.0,1731,N,ARLINGTON,PL,3.0,1.0,BTAVN,Class B Tavern License,80.0,,3550835000,"Milwaukee, WI",43.05368475,-87.8952152902083
272,3/25/2020,2/27/2019,"JAMOHEAD, INC",JAMO'S,"JAMISON H GOLL, Agt",3550696100.0,1800,N,ARLINGTON,PL,3.0,1.0,BTAVN,Class B Tavern License,25.0,,3550696100,"Milwaukee, WI",43.0545054,-87.894817
273,4/10/2020,3/26/2019,"M DE PALMA, LLC",MONICA'S ON ASTOR,"MONICA J DE PALMA, Agt",,1228,N,ASTOR,ST,4.0,1.0,BTAVN,Class B Tavern License,159.0,,3600806000,"Milwaukee, WI",43.0464288,-87.899523
274,9/20/2020,9/4/2019,"HARP AND EAGLE, LTD",COUNTY CLARE,"GREGG W STEFFKE, Agt",3600808100.0,1234,N,ASTOR,ST,4.0,1.0,BTAVN,Class B Tavern License,160.0,,3600808100,"Milwaukee, WI",43.0467572,-87.8994682
275,2/9/2020,2/8/2019,"ATKINSON BEER & LIQUOR MART, INC","ATKINSON BEER & LIQUOR MART, INC","DARRELL C NICHOLSON, Agt",2722711000.0,1101,W,ATKINSON,AV,6.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2722711000,"Milwaukee, WI",43.08449,-87.924967
276,2/27/2020,2/28/2019,1301 Stark Inc,Stark Food Market,"CHARNJIT KAUR, Agt",2710701100.0,1301,W,ATKINSON,AV,6.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2710701100,"Milwaukee, WI",43.085549,-87.9274
277,10/11/2020,10/15/2019,STEWART'S REST SPOT,STEWART'S REST SPOT,"JESSICA P STEWART, SP",2712441000.0,1422,W,ATKINSON,AV,6.0,5.0,BTAVN,Class B Tavern License,49.0,,2712441000,"Milwaukee, WI",43.0863182855106,-87.9287130425272
278,10/31/2020,10/15/2019,Tip Top Foods LLC,Tip Top Foods,"Gagan K Gill, Agt",2712573000.0,1901,W,ATKINSON,AV,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2712573000,"Milwaukee, WI",43.088812,-87.934659
279,7/30/2020,7/29/2019,"HOT SPOT SUPERMARKET, LLC",I SHOP SUPERMARKET,"NAEL N JABBAR, Agt",,2643,W,ATKINSON,AV,1.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2310113000,"Milwaukee, WI",43.0817637,-87.9185288
280,12/16/2019,11/27/2018,"RIVERWEST ENTERPRISES, LLC",RIVERWEST TAVERN,"JOHN W STREGE, Agt",2810325000.0,900,E,AUER,AV,3.0,5.0,BTAVN,Class B Tavern License,25.0,,2810325000,"Milwaukee, WI",43.076629,-87.900061
281,11/25/2019,11/6/2018,"Milwaukee Art Museum, Inc",Milwaukee Art Museum,"Mark T Zimmerman, Agt",3940002000.0,700,N,Art Museum,DR,4.0,1.0,BTAVN,Class B Tavern License,2133.0,"Bradley/Ground Level: 900, Calatrava: 1233",3940002000,"Milwaukee, WI",43.03980975,-87.8970583246334
282,11/25/2020,11/5/2019,"Milwaukee Art Museum, Inc",Milwaukee Art Museum,"Mark T Zimmerman, Agt",3940002000.0,700,N,Art Museum,DR,4.0,1.0,BTAVN,Class B Tavern License,2133.0,"Bradley/Ground Level: 900, Calatrava: 1233",3940002000,"Milwaukee, WI",43.03980975,-87.8970583246334
283,12/15/2019,11/27/2018,Loves Supermarket II LLC,Loves Supermarket II LLC,"HARJINDER S BRAICH, Agt",2451541000.0,2305,W,Atkinson,AV,1.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2451541000,"Milwaukee, WI",43.0817637,-87.9185288
284,2/13/2020,2/5/2019,"TwoBirds, LLC",Fernweh/Ivy House,"Tyler T Curran, Agt",4310975000.0,906,S,BARCLAY,ST,12.0,2.0,BTAVN,Class B Tavern License,355.0,,4310973100,"Milwaukee, WI",43.0220286,-87.909652
285,6/29/2020,6/18/2019,"CHAMPION'S PUB, LLC",CHAMPION'S PUB,"ROBERT R GREENYA, Agt",3201502000.0,2417,N,BARTLETT,AV,3.0,1.0,BTAVN,Class B Tavern License,148.0,"1st floor indoor - 68
beer garden - 80",3201502000,"Milwaukee, WI",43.061820127497,-87.8893950952724
286,7/31/2020,8/1/2019,"WV, LLC",TESS,"MITCHELL D WAKEFIELD, Agt",,2499,N,BARTLETT,AV,3.0,1.0,BTAVN,Class B Tavern License,60.0,,3201119000,"Milwaukee, WI",43.0636954,-87.8899571
287,4/14/2020,4/11/2019,"BAY STREET PUB, LLC",BAY STREET PUB,"MARK R PASCHAL, Agt",4660131000.0,338,E,BAY,ST,14.0,2.0,BTAVN,Class B Tavern License,70.0,,4660131000,"Milwaukee, WI",43.0060290488242,-87.9051259474997
288,5/29/2020,5/28/2019,"HENRY'S TAVERN, LLC",HENRY'S TAVERN,"NADER H PAKROO, Agt",,2523,E,BELLEVIEW,PL,3.0,1.0,BTAVN,Class B Tavern License,50.0,,3191361000,"Milwaukee, WI",43.0659936692841,-87.8789588161691
289,6/30/2020,6/18/2019,"M GUS AMANN, INC",AMANN'S,"MATHEW G AMANN, Agt",5261301000.0,9131,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,85.0,,5261301000,"Milwaukee, WI",42.9870645982446,-88.0261982401824
290,6/30/2020,6/18/2019,"BELOIT LANES, INC",BELOIT LANES,"Paul J Jablonski, Agt",5269937000.0,9150,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,146.0,,5269937000,"Milwaukee, WI",42.9870326699628,-88.026649430258
291,6/30/2020,6/18/2019,POST #537 CORP,AMERICAN LEGION POST 537,"Nicholas W Berg, Agt",5268100000.0,9159,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,210.0,,5269974000,"Milwaukee, WI",42.9868317966331,-88.0266498945487
292,6/8/2020,5/29/2019,Service Systems Associates Inc,Service Systems Associates Inc,"Stephanie M Gray, Agt",4100001112.0,10001,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,,,4100001112,"Milwaukee, WI",43.0312102,-88.0405416023546
293,10/1/2020,9/24/2019,"S & V, INC",KELLY'S BLEACHERS,"ANTHONY L LUCHINI, Agt",,5218,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,150.0,,4040545100,"Milwaukee, WI",43.037456,-87.9704241
294,2/27/2020,2/5/2019,"J B Tavern, LLC",J&B's Blue Ribbon Bar & Grill,"JONATHAN E BLIESNER, Agt",4040544000.0,5230,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,150.0,,4040544000,"Milwaukee, WI",43.037456,-87.9704241
295,8/8/2020,8/9/2019,IAN'S PIZZA STORY HILL MKE LLC,IAN'S PIZZA STORY HILL,"Ryan W Donovan, Agt",4040574000.0,5300,W,bluemound,RD,10.0,3.0,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4040574000,"Milwaukee, WI",43.036712,-87.980077
296,8/8/2020,8/9/2019,IAN'S PIZZA STORY HILL MKE LLC,IAN'S PIZZA STORY HILL,"Ryan W Donovan, Agt",4040574000.0,5300,W,bluemound,RD,10.0,3.0,CWINE,Class C Wine Retailer's License,,,4040574000,"Milwaukee, WI",43.036712,-87.980077
297,5/2/2020,4/16/2019,Tavo's LLC,Tavo's Signature Cuisine,"Susy A Orue, Agt",4040121100.0,5814,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,25.0,,4040121100,"Milwaukee, WI",43.0366743353693,-87.984870992871
298,6/30/2020,6/18/2019,"3 S OF MILWAUKEE, INC",STEVE'S ON BLUEMOUND,"SAMUEL T SALAJA, Agt",4040607000.0,5841,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,216.0,,4040607000,"Milwaukee, WI",43.0364869836528,-87.9851544210404
299,6/30/2020,6/18/2019,"BARBIERE'S ITALIAN INN, LTD",BARBIERE'S ITALIAN INN,"Steven J Thalman, Agt",,5844,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,90.0,,4040126000,"Milwaukee, WI",43.036647411589,-87.9852245654564
300,3/19/2020,2/28/2019,"MC ZARS II, LLC",MC GINNS,"JEFFREY P DOBBE, Agt",4040613000.0,5901,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,189.0,,4040613000,"Milwaukee, WI",43.036416,-87.986178
301,9/21/2020,9/4/2019,"SANDHAR ENTERPRISES, INC",BLUEMOUND LIQUOR,"HARJIT SANDHAR, Agt",4050101000.0,6001,W,bluemound,RD,10.0,3.0,ALQML,Class A Malt & Class A Liquor License,,,4050101000,"Milwaukee, WI",43.037456,-87.9704241
302,2/4/2020,1/14/2019,SHARMA INC,ONE STOP PANTRY,"KULWINDER KUMAR, Agt",4050121000.0,6131,W,bluemound,RD,10.0,3.0,ALIQR,Class A Retailer's Intoxicating Liquor License,,,4050121000,"Milwaukee, WI",43.0362719183673,-87.9891474693878
303,2/4/2020,1/14/2019,SHARMA INC,ONE STOP PANTRY,"KULWINDER KUMAR, Agt",4050121000.0,6131,W,bluemound,RD,10.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4050121000,"Milwaukee, WI",43.0362719183673,-87.9891474693878
304,5/6/2020,5/7/2019,"TOETZ ENTERPRISES, LLC",ROUNDING THIRD,"TIMOTHY R TOETZ, Agt",4050304000.0,6317,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,393.0,"240 first floor, 143 lower level hall",4050304000,"Milwaukee, WI",43.0361550869565,-87.9913389565217
305,12/18/2019,11/27/2018,"MARIO, INC",BALISTRERI'S BLUEMOUND INN,"MARIO J BALISTRERI, Agt",4050338111.0,6501,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,140.0,,4050338111,"Milwaukee, WI",43.036042,-87.993534
306,6/2/2020,9/24/2019,"MEGA MARTS, LLC",PICK 'N SAVE #6372,"Kim L Utter, Agt",4079997112.0,8151,W,bluemound,RD,10.0,3.0,ALQML,Class A Malt & Class A Liquor License,,,4079997112,"Milwaukee, WI",43.036087,-88.0161158064516
307,5/24/2020,5/7/2019,ZARATECORP LTD,LA FUENTE RESTAURANT,"JOSE G ZARATE, Agt",4081003100.0,9155,W,bluemound,RD,10.0,3.0,BTAVN,Class B Tavern License,544.0,,4081003100,"Milwaukee, WI",43.0358282725916,-88.0264955085596
308,1/20/2020,12/18/2018,GATORS PUB,GATORS PUB,"DENNIS D BRATEL, SP",5940206000.0,601,E,BOLIVAR,AV,13.0,6.0,BTAVN,Class B Tavern License,49.0,,5940206000,"Milwaukee, WI",42.96639,-87.90197
309,1/23/2020,1/15/2019,LIL WIL'S TAP,LIL WIL'S TAP,"Lori N Liddell, SP",2811854000.0,3200,N,BOOTH,ST,6.0,5.0,BTAVN,Class B Tavern License,25.0,,2811854000,"Milwaukee, WI",43.076693,-87.90382
310,6/19/2020,6/5/2019,"EASTCASTLE PLACE, INC",EASTCASTLE PLACE,"LAURA A WENGLER, Agt",,2505,E,BRADFORD,AV,3.0,1.0,BTAVN,Class B Tavern License,,,3199993131,"Milwaukee, WI",43.0629651,-87.8792771643404
311,6/30/2020,6/18/2019,"DEM ANO, INC",REGANO'S ROMAN COIN,"MARY T REGANO, Agt",,1004,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,80.0,,3540810100,"Milwaukee, WI",43.053151,-87.8993306020087
312,9/26/2020,9/4/2019,"WAN FU, INC",EMPEROR OF CHINA,"JIN-SHOEI HORNG, Agt",,1010,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,25.0,,3540810200,"Milwaukee, WI",43.0531891,-87.8991915470382
313,5/4/2020,4/16/2019,"GLORIOSO'S ENTERPRISES, LTD",GLORIOSO'S ITALIAN MARKET,"MICHAEL A GLORIOSO, Agt",3600201100.0,1011,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,82.0,,3600201100,"Milwaukee, WI",43.0524503,-87.8974713
314,11/29/2020,11/5/2019,"Glorioso's Enterprises, LTD",Glorioso's Appetito,"MICHAEL A GLORIOSO, Agt",,1020,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3540811000,"Milwaukee, WI",43.0530628,-87.8988778
315,8/27/2020,8/28/2019,"FAMOUS CIGAR, LLC",FAMOUS CIGAR,"JOHN PIETTE, Agt",,1213,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3590618200,"Milwaukee, WI",43.0524503,-87.8974713
316,7/30/2020,7/9/2019,"BRODERSEN UP AND UNDER, LLC",UP AND UNDER PUB,"TIMOTHY J BRODERSEN, Agt",,1216,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,120.0,,3550845000,"Milwaukee, WI",43.0530435,-87.8963295
317,12/20/2019,11/27/2018,APOLLO CAFE,APOLLO CAFE,"PETER A LIMBERATOS,VIVIAN ANTON-LIMBERATOS",,1310,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,100.0,,3551511000,"Milwaukee, WI",43.05310065,-87.8946365053211
318,6/30/2020,6/18/2019,"JOEY C'S, INC",JO-CAT'S PUB,"PATRICIA A CATALDO, Agt",,1311,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,220.0,,3590644000,"Milwaukee, WI",43.0528662,-87.8950021
319,6/3/2020,5/29/2019,"ROCHAMBO, LTD",ROCHAMBO COFFEE & TEA HOUSE,"MICHAEL R HONKAMP, II, Agt",,1317,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,110.0,"80 inside, 30 patio",3590643000,"Milwaukee, WI",43.0528644,-87.89487
320,2/6/2020,1/14/2019,BENJAMIN'S FINE WINE & SPIRITS LLC,WATERFORD WINE COMPANY,"BENJAMIN T CHRISTIANSEN, Agt",3590665000.0,1327,E,BRADY,ST,3.0,1.0,ALIQR,Class A Retailer's Intoxicating Liquor License,,,3590665000,"Milwaukee, WI",43.05279665,-87.8945713751314
321,7/22/2020,7/9/2019,"J & S Malone, LLC",Malone's on Brady,"JOSHUA L MALONE, Agt",3590666000.0,1329,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,80.0,,3590666000,"Milwaukee, WI",43.0528599,-87.8944976
322,6/30/2020,6/18/2019,"M P ON BRADY, INC",CLUB BRADY,"MICHAEL D LEE, Agt",,1339,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,143.0,,3590667000,"Milwaukee, WI",43.0528481,-87.8941675
323,3/7/2020,6/4/2019,"NOMADIC VENTURES, INC",NOMAD WORLD PUB,"MICHAEL J EITEL, Agt",3590682000.0,1401,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,99.0,,3590682000,"Milwaukee, WI",43.0524503,-87.8974713
324,3/22/2020,2/27/2019,"MILAP, INC",SMITH BEER & LIQUOR MART,"AMARJIT S KALSEY, Agt",3590680000.0,1413,E,BRADY,ST,3.0,1.0,ALQML,Class A Malt & Class A Liquor License,,,3590680000,"Milwaukee, WI",43.05279675,-87.8935355646831
325,7/30/2020,7/9/2019,"CASABLANCA RESTAURANT, LLC",CASABLANCA RESTAURANT,"ALAA I MUSA, Agt",3540755100.0,728,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,365.0,"310 Inside, 55 Balcony",3540755100,"Milwaukee, WI",43.05323485,-87.9024619019319
326,6/15/2020,5/29/2019,SATORI RESTAURANT LLC,THAI-NAMITE RESTAURANT,"SARINLADA PANYASOPA, Agt",,932,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3540794000,"Milwaukee, WI",43.0530633,-87.8996617
327,5/8/2020,4/16/2019,"FOUNDATION BAR, INC",THE FOUNDATION,"CHARLES JORDAN, Agt",3140025000.0,2718,N,BREMEN,ST,3.0,5.0,BTAVN,Class B Tavern License,80.0,,3140025000,"Milwaukee, WI",43.067877122397,-87.900236605913
328,9/15/2020,9/4/2019,CAFE CORAZON INC,CAFE CORAZON,"GEORGE MIRELES, Agt",2810926000.0,3129,N,BREMEN,ST,3.0,5.0,BTAVN,Class B Tavern License,49.0,"Interior capacity = 49, outdoor patio capacity = 20",2810926000,"Milwaukee, WI",43.0755233932422,-87.9003835512694
329,9/24/2020,9/4/2019,"MILWAUKEE SPORTSERVICE, INC",MILLER PARK,"THOMAS N OLSON, Agt",4220009000.0,1,,BREWERS,WA,10.0,3.0,BTAVN,Class B Tavern License,,,4220009000,"Milwaukee, WI",,
330,7/31/2020,7/9/2019,"TGI FRIDAY'S, INC",FRIDAY'S FRONT ROW SPORTS GRILL,"Raeann K Van Quill , Agt",4220009000.0,1,,BREWERS,WA,10.0,3.0,BTAVN,Class B Tavern License,,,4220009000,"Milwaukee, WI",,
331,5/19/2020,5/7/2019,Milwaukee School of Engineering,Milwaukee School of Engineering,"Darryl L Anderson, Agt",3921353110.0,1000,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,480.0,,3921353110,"Milwaukee, WI",43.0420184,-87.9082236
332,5/19/2020,5/7/2019,Milwaukee School of Engineering,Milwaukee School of Engineering,"Darryl L Anderson, Agt",3921305111.0,1025,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,,,3921305111,"Milwaukee, WI",43.0420184,-87.9082236
333,5/19/2020,5/7/2019,MILWAUKEE SCHOOL OF ENGINEERING,MILWAUKEE SCHOOL OF ENGINEERING,"Darryl L Anderson, Agt",3930431000.0,1120,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,208.0,,3930431000,"Milwaukee, WI",43.0420184,-87.9082236
334,5/19/2020,5/7/2019,MILWAUKEE SCHOOL OF ENGINEERING,MILWAUKEE SCHOOL OF ENGINEERING,"Darryl L Anderson, Agt",3611982000.0,1245,N,BROADWAY,,3.0,1.0,BTAVN,Class B Tavern License,2759.0,"Foyer - 600, Lounge/Meeting Room - 400, Upper Foyer - 160, Field House - 1533, Hall of Fame Room - 66",3611982000,"Milwaukee, WI",43.0420184,-87.9082236
335,2/6/2020,1/14/2019,Cuvee Champagne LLC,Cuvee,"KRIS H GORSKI, Agt",3920966000.0,177,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,244.0,,3920966000,"Milwaukee, WI",43.0420184,-87.9082236
336,1/31/2020,1/14/2019,Joy DB LLC,DryBar,"Joy N Vertz, Agt",3920978100.0,241,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,60.0,,3920978100,"Milwaukee, WI",43.0420184,-87.9082236
337,3/1/2020,2/5/2019,"THE WICKED HOP, LLC",THE WICKED HOP,"MILES E O`NEIL, Agt",,343,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,160.0,,3920994000,"Milwaukee, WI",43.0420184,-87.9082236
338,6/11/2020,5/29/2019,"First MKD, LLC",Hilton Garden Inn,"Charles R Simmons, Agt",3920670000.0,611,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,,,3920670000,"Milwaukee, WI",43.0420184,-87.9082236
339,5/29/2020,5/29/2019,"PRIDE GROCERIES OF MILWAUKEE, LLC",PRIDE FOOD,"ASAD SHARIF, Agt",3501718110.0,2101,W,BROWN,ST,15.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3501718110,"Milwaukee, WI",43.056204,-87.939049
340,4/9/2020,3/26/2019,BROWN STREET FOODS,BROWN STREET FOODS,"MOHAMMED M HASAN, SP",,2485,W,BROWN,ST,15.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3501265000,"Milwaukee, WI",43.05624676051,-87.9446939229845
