,EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY,CITY,lat,lon
277,2020-10-11,2019-10-15,STEWART'S REST SPOT,STEWART'S REST SPOT,"JESSICA P STEWART, SP",2712441000.0,1422,W,ATKINSON,AV,6.0,5.0,BTAVN,Class B Tavern License,49.0,,2712441000,"Milwaukee, WI",43.0863182855106,-87.9287130425272
278,2020-10-31,2019-10-15,Tip Top Foods LLC,Tip Top Foods,"Gagan K Gill, Agt",2712573000.0,1901,W,ATKINSON,AV,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2712573000,"Milwaukee, WI",43.088812,-87.934659
279,2020-07-30,2019-07-29,"HOT SPOT SUPERMARKET, LLC",I SHOP SUPERMARKET,"NAEL N JABBAR, Agt",,2643,W,ATKINSON,AV,1.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2310113000,"Milwaukee, WI",43.0817637,-87.9185288
280,2019-12-16,2018-11-27,"RIVERWEST ENTERPRISES, LLC",RIVERWEST TAVERN,"JOHN W STREGE, Agt",2810325000.0,900,E,AUER,AV,3.0,5.0,BTAVN,Class B Tavern License,25.0,,2810325000,"Milwaukee, WI",43.076629,-87.900061
281,2019-11-25,2018-11-06,"Milwaukee Art Museum, Inc",Milwaukee Art Museum,"Mark T Zimmerman, Agt",3940002000.0,700,N,Art Museum,DR,4.0,1.0,BTAVN,Class B Tavern License,2133.0,"Bradley/Ground Level: 900, Calatrava: 1233",3940002000,"Milwaukee, WI",43.03980975,-87.8970583246334
282,2020-11-25,2019-11-05,"Milwaukee Art Museum, Inc",Milwaukee Art Museum,"Mark T Zimmerman, Agt",3940002000.0,700,N,Art Museum,DR,4.0,1.0,BTAVN,Class B Tavern License,2133.0,"Bradley/Ground Level: 900, Calatrava: 1233",3940002000,"Milwaukee, WI",43.03980975,-87.8970583246334
283,2019-12-15,2018-11-27,Loves Supermarket II LLC,Loves Supermarket II LLC,"HARJINDER S BRAICH, Agt",2451541000.0,2305,W,Atkinson,AV,1.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2451541000,"Milwaukee, WI",43.0817637,-87.9185288
284,2020-02-13,2019-02-05,"TwoBirds, LLC",Fernweh/Ivy House,"Tyler T Curran, Agt",4310975000.0,906,S,BARCLAY,ST,12.0,2.0,BTAVN,Class B Tavern License,355.0,,4310973100,"Milwaukee, WI",43.0220286,-87.909652
285,2020-06-29,2019-06-18,"CHAMPION'S PUB, LLC",CHAMPION'S PUB,"ROBERT R GREENYA, Agt",3201502000.0,2417,N,BARTLETT,AV,3.0,1.0,BTAVN,Class B Tavern License,148.0,"1st floor indoor - 68
beer garden - 80",3201502000,"Milwaukee, WI",43.061820127497,-87.8893950952724
286,2020-07-31,2019-08-01,"WV, LLC",TESS,"MITCHELL D WAKEFIELD, Agt",,2499,N,BARTLETT,AV,3.0,1.0,BTAVN,Class B Tavern License,60.0,,3201119000,"Milwaukee, WI",43.0636954,-87.8899571
287,2020-04-14,2019-04-11,"BAY STREET PUB, LLC",BAY STREET PUB,"MARK R PASCHAL, Agt",4660131000.0,338,E,BAY,ST,14.0,2.0,BTAVN,Class B Tavern License,70.0,,4660131000,"Milwaukee, WI",43.0060290488242,-87.9051259474997
288,2020-05-29,2019-05-28,"HENRY'S TAVERN, LLC",HENRY'S TAVERN,"NADER H PAKROO, Agt",,2523,E,BELLEVIEW,PL,3.0,1.0,BTAVN,Class B Tavern License,50.0,,3191361000,"Milwaukee, WI",43.0659936692841,-87.8789588161691
289,2020-06-30,2019-06-18,"M GUS AMANN, INC",AMANN'S,"MATHEW G AMANN, Agt",5261301000.0,9131,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,85.0,,5261301000,"Milwaukee, WI",42.9870645982446,-88.0261982401824
290,2020-06-30,2019-06-18,"BELOIT LANES, INC",BELOIT LANES,"Paul J Jablonski, Agt",5269937000.0,9150,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,146.0,,5269937000,"Milwaukee, WI",42.9870326699628,-88.026649430258
291,2020-06-30,2019-06-18,POST #537 CORP,AMERICAN LEGION POST 537,"Nicholas W Berg, Agt",5268100000.0,9159,W,BELOIT,RD,11.0,6.0,BTAVN,Class B Tavern License,210.0,,5269974000,"Milwaukee, WI",42.9868317966331,-88.0266498945487
292,2020-06-08,2019-05-29,Service Systems Associates Inc,Service Systems Associates Inc,"Stephanie M Gray, Agt",4100001112.0,10001,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,,,4100001112,"Milwaukee, WI",42.96639,-87.90197
293,2020-10-01,2019-09-24,"S & V, INC",KELLY'S BLEACHERS,"ANTHONY L LUCHINI, Agt",,5218,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,150.0,,4040545100,"Milwaukee, WI",43.076693,-87.90382
294,2020-02-27,2019-02-05,"J B Tavern, LLC",J&B's Blue Ribbon Bar & Grill,"JONATHAN E BLIESNER, Agt",4040544000.0,5230,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,150.0,,4040544000,"Milwaukee, WI",43.0629651,-87.8792771643404
295,2020-08-08,2019-08-09,IAN'S PIZZA STORY HILL MKE LLC,IAN'S PIZZA STORY HILL,"Ryan W Donovan, Agt",4040574000.0,5300,W,BLUE MOUND,RD,10.0,3.0,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4040574000,"Milwaukee, WI",43.053151,-87.8993306020087
296,2020-08-08,2019-08-09,IAN'S PIZZA STORY HILL MKE LLC,IAN'S PIZZA STORY HILL,"Ryan W Donovan, Agt",4040574000.0,5300,W,BLUE MOUND,RD,10.0,3.0,CWINE,Class C Wine Retailer's License,,,4040574000,"Milwaukee, WI",43.0531891,-87.8991915470382
297,2020-05-02,2019-04-16,Tavo's LLC,Tavo's Signature Cuisine,"Susy A Orue, Agt",4040121100.0,5814,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,25.0,,4040121100,"Milwaukee, WI",43.0524503,-87.8974713
298,2020-06-30,2019-06-18,"3 S OF MILWAUKEE, INC",STEVE'S ON BLUEMOUND,"SAMUEL T SALAJA, Agt",4040607000.0,5841,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,216.0,,4040607000,"Milwaukee, WI",43.0530628,-87.8988778
299,2020-06-30,2019-06-18,"BARBIERE'S ITALIAN INN, LTD",BARBIERE'S ITALIAN INN,"Steven J Thalman, Agt",,5844,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,90.0,,4040126000,"Milwaukee, WI",43.0524503,-87.8974713
300,2020-03-19,2019-02-28,"MC ZARS II, LLC",MC GINNS,"JEFFREY P DOBBE, Agt",4040613000.0,5901,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,189.0,,4040613000,"Milwaukee, WI",43.0530435,-87.8963295
301,2020-09-21,2019-09-04,"SANDHAR ENTERPRISES, INC",BLUEMOUND LIQUOR,"HARJIT SANDHAR, Agt",4050101000.0,6001,W,BLUE MOUND,RD,10.0,3.0,ALQML,Class A Malt & Class A Liquor License,,,4050101000,"Milwaukee, WI",43.05310065,-87.8946365053211
302,2020-02-04,2019-01-14,SHARMA INC,ONE STOP PANTRY,"KULWINDER KUMAR, Agt",4050121000.0,6131,W,BLUE MOUND,RD,10.0,3.0,ALIQR,Class A Retailer's Intoxicating Liquor License,,,4050121000,"Milwaukee, WI",43.0528662,-87.8950021
303,2020-02-04,2019-01-14,SHARMA INC,ONE STOP PANTRY,"KULWINDER KUMAR, Agt",4050121000.0,6131,W,BLUE MOUND,RD,10.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4050121000,"Milwaukee, WI",43.0528644,-87.89487
304,2020-05-06,2019-05-07,"TOETZ ENTERPRISES, LLC",ROUNDING THIRD,"TIMOTHY R TOETZ, Agt",4050304000.0,6317,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,393.0,"240 first floor, 143 lower level hall",4050304000,"Milwaukee, WI",43.05279665,-87.8945713751314
305,2019-12-18,2018-11-27,"MARIO, INC",BALISTRERI'S BLUEMOUND INN,"MARIO J BALISTRERI, Agt",4050338111.0,6501,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,140.0,,4050338111,"Milwaukee, WI",43.0528599,-87.8944976
306,2020-06-02,2019-09-24,"MEGA MARTS, LLC",PICK 'N SAVE #6372,"Kim L Utter, Agt",4079997112.0,8151,W,BLUE MOUND,RD,10.0,3.0,ALQML,Class A Malt & Class A Liquor License,,,4079997112,"Milwaukee, WI",43.0528481,-87.8941675
307,2020-05-24,2019-05-07,ZARATECORP LTD,LA FUENTE RESTAURANT,"JOSE G ZARATE, Agt",4081003100.0,9155,W,BLUE MOUND,RD,10.0,3.0,BTAVN,Class B Tavern License,544.0,,4081003100,"Milwaukee, WI",43.0524503,-87.8974713
308,2020-01-20,2018-12-18,GATORS PUB,GATORS PUB,"DENNIS D BRATEL, SP",5940206000.0,601,E,BOLIVAR,AV,13.0,6.0,BTAVN,Class B Tavern License,49.0,,5940206000,"Milwaukee, WI",43.05279675,-87.8935355646831
309,2020-01-23,2019-01-15,LIL WIL'S TAP,LIL WIL'S TAP,"Lori N Liddell, SP",2811854000.0,3200,N,BOOTH,ST,6.0,5.0,BTAVN,Class B Tavern License,25.0,,2811854000,"Milwaukee, WI",43.05323485,-87.9024619019319
310,2020-06-19,2019-06-05,"EASTCASTLE PLACE, INC",EASTCASTLE PLACE,"LAURA A WENGLER, Agt",,2505,E,BRADFORD,AV,3.0,1.0,BTAVN,Class B Tavern License,,,3199993131,"Milwaukee, WI",43.0530633,-87.8996617
311,2020-06-30,2019-06-18,"DEM ANO, INC",REGANO'S ROMAN COIN,"MARY T REGANO, Agt",,1004,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,80.0,,3540810100,"Milwaukee, WI",43.067877122397,-87.900236605913
312,2020-09-26,2019-09-04,"WAN FU, INC",EMPEROR OF CHINA,"JIN-SHOEI HORNG, Agt",,1010,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,25.0,,3540810200,"Milwaukee, WI",43.0755233932422,-87.9003835512694
313,2020-05-04,2019-04-16,"GLORIOSO'S ENTERPRISES, LTD",GLORIOSO'S ITALIAN MARKET,"MICHAEL A GLORIOSO, Agt",3600201100.0,1011,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,82.0,,3600201100,"Milwaukee, WI",43.0420184,-87.9082236
314,2020-11-29,2019-11-05,"Glorioso's Enterprises, LTD",Glorioso's Appetito,"MICHAEL A GLORIOSO, Agt",,1020,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3540811000,"Milwaukee, WI",43.0420184,-87.9082236
315,2020-08-27,2019-08-28,"FAMOUS CIGAR, LLC",FAMOUS CIGAR,"JOHN PIETTE, Agt",,1213,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3590618200,"Milwaukee, WI",43.0420184,-87.9082236
316,2020-07-30,2019-07-09,"BRODERSEN UP AND UNDER, LLC",UP AND UNDER PUB,"TIMOTHY J BRODERSEN, Agt",,1216,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,120.0,,3550845000,"Milwaukee, WI",43.0420184,-87.9082236
317,2019-12-20,2018-11-27,APOLLO CAFE,APOLLO CAFE,"PETER A LIMBERATOS,VIVIAN ANTON-LIMBERATOS",,1310,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,100.0,,3551511000,"Milwaukee, WI",43.0420184,-87.9082236
318,2020-06-30,2019-06-18,"JOEY C'S, INC",JO-CAT'S PUB,"PATRICIA A CATALDO, Agt",,1311,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,220.0,,3590644000,"Milwaukee, WI",43.0420184,-87.9082236
319,2020-06-03,2019-05-29,"ROCHAMBO, LTD",ROCHAMBO COFFEE & TEA HOUSE,"MICHAEL R HONKAMP, II, Agt",,1317,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,110.0,"80 inside, 30 patio",3590643000,"Milwaukee, WI",43.0420184,-87.9082236
320,2020-02-06,2019-01-14,BENJAMIN'S FINE WINE & SPIRITS LLC,WATERFORD WINE COMPANY,"BENJAMIN T CHRISTIANSEN, Agt",3590665000.0,1327,E,BRADY,ST,3.0,1.0,ALIQR,Class A Retailer's Intoxicating Liquor License,,,3590665000,"Milwaukee, WI",43.0420184,-87.9082236
321,2020-07-22,2019-07-09,"J & S Malone, LLC",Malone's on Brady,"JOSHUA L MALONE, Agt",3590666000.0,1329,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,80.0,,3590666000,"Milwaukee, WI",43.056204,-87.939049
322,2020-06-30,2019-06-18,"M P ON BRADY, INC",CLUB BRADY,"MICHAEL D LEE, Agt",,1339,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,143.0,,3590667000,"Milwaukee, WI",43.05624676051,-87.9446939229845
323,2020-03-07,2019-06-04,"NOMADIC VENTURES, INC",NOMAD WORLD PUB,"MICHAEL J EITEL, Agt",3590682000.0,1401,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,99.0,,3590682000,"Milwaukee, WI",43.17762,-87.99782
324,2020-03-22,2019-02-27,"MILAP, INC",SMITH BEER & LIQUOR MART,"AMARJIT S KALSEY, Agt",3590680000.0,1413,E,BRADY,ST,3.0,1.0,ALQML,Class A Malt & Class A Liquor License,,,3590680000,"Milwaukee, WI",43.1775912561468,-88.016375823852
325,2020-07-30,2019-07-09,"CASABLANCA RESTAURANT, LLC",CASABLANCA RESTAURANT,"ALAA I MUSA, Agt",3540755100.0,728,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,365.0,"310 Inside, 55 Balcony",3540755100,"Milwaukee, WI",43.1777334738906,-88.0187124778619
326,2020-06-15,2019-05-29,SATORI RESTAURANT LLC,THAI-NAMITE RESTAURANT,"SARINLADA PANYASOPA, Agt",,932,E,BRADY,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3540794000,"Milwaukee, WI",43.1776791889483,-88.0245897023176
327,2020-05-08,2019-04-16,"FOUNDATION BAR, INC",THE FOUNDATION,"CHARLES JORDAN, Agt",3140025000.0,2718,N,BREMEN,ST,3.0,5.0,BTAVN,Class B Tavern License,80.0,,3140025000,"Milwaukee, WI",43.0336493,-87.9086749
328,2020-09-15,2019-09-04,CAFE CORAZON INC,CAFE CORAZON,"GEORGE MIRELES, Agt",2810926000.0,3129,N,BREMEN,ST,3.0,5.0,BTAVN,Class B Tavern License,49.0,"Interior capacity = 49, outdoor patio capacity = 20",2810926000,"Milwaukee, WI",43.0336493,-87.9086749
329,2020-09-24,2019-09-04,"MILWAUKEE SPORTSERVICE, INC",MILLER PARK,"THOMAS N OLSON, Agt",4220009000.0,1,,BREWERS,WA,10.0,3.0,BTAVN,Class B Tavern License,,,4220009000,"Milwaukee, WI",43.0336775,-87.9080798
330,2020-07-31,2019-07-09,"TGI FRIDAY'S, INC",FRIDAY'S FRONT ROW SPORTS GRILL,"Raeann K Van Quill , Agt",4220009000.0,1,,BREWERS,WA,10.0,3.0,BTAVN,Class B Tavern License,,,4220009000,"Milwaukee, WI",43.0747098,-87.8977061
331,2020-05-19,2019-05-07,Milwaukee School of Engineering,Milwaukee School of Engineering,"Darryl L Anderson, Agt",3921353110.0,1000,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,480.0,,3921353110,"Milwaukee, WI",43.0747098,-87.8977061
332,2020-05-19,2019-05-07,Milwaukee School of Engineering,Milwaukee School of Engineering,"Darryl L Anderson, Agt",3921305111.0,1025,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,,,3921305111,"Milwaukee, WI",43.0747098,-87.8977061
333,2020-05-19,2019-05-07,MILWAUKEE SCHOOL OF ENGINEERING,MILWAUKEE SCHOOL OF ENGINEERING,"Darryl L Anderson, Agt",3930431000.0,1120,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,208.0,,3930431000,"Milwaukee, WI",43.075186,-87.9681219
334,2020-05-19,2019-05-07,MILWAUKEE SCHOOL OF ENGINEERING,MILWAUKEE SCHOOL OF ENGINEERING,"Darryl L Anderson, Agt",3611982000.0,1245,N,BROADWAY,,3.0,1.0,BTAVN,Class B Tavern License,2759.0,"Foyer - 600, Lounge/Meeting Room - 400, Upper Foyer - 160, Field House - 1533, Hall of Fame Room - 66",3611982000,"Milwaukee, WI",43.0752937411419,-87.9554538571641
335,2020-02-06,2019-01-14,Cuvee Champagne LLC,Cuvee,"KRIS H GORSKI, Agt",3920966000.0,177,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,244.0,,3920966000,"Milwaukee, WI",43.075277,-87.965736
336,2020-01-31,2019-01-14,Joy DB LLC,DryBar,"Joy N Vertz, Agt",3920978100.0,241,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,60.0,,3920978100,"Milwaukee, WI",43.075294471277,-87.9703049213364
337,2020-03-01,2019-02-05,"THE WICKED HOP, LLC",THE WICKED HOP,"MILES E O`NEIL, Agt",,343,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,160.0,,3920994000,"Milwaukee, WI",43.0753131021223,-87.9729844396934
338,2020-06-11,2019-05-29,"First MKD, LLC",Hilton Garden Inn,"Charles R Simmons, Agt",3920670000.0,611,N,BROADWAY,,4.0,1.0,BTAVN,Class B Tavern License,,,3920670000,"Milwaukee, WI",43.075186,-87.9681219
339,2020-05-29,2019-05-29,"PRIDE GROCERIES OF MILWAUKEE, LLC",PRIDE FOOD,"ASAD SHARIF, Agt",3501718110.0,2101,W,BROWN,ST,15.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3501718110,"Milwaukee, WI",43.010298,-87.950563
340,2020-04-09,2019-03-26,BROWN STREET FOODS,BROWN STREET FOODS,"MOHAMMED M HASAN, SP",,2485,W,BROWN,ST,15.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3501265000,"Milwaukee, WI",43.010311,-87.961546
341,2020-11-24,2019-11-05,"KRAUSE PROPERTIES, LLC",Krause Food Service,"MARK J KRAUSE, Agt",,7001,W,BROWN DEER,RD,9.0,4.0,BTAVN,Class B Tavern License,299.0,,449972100,"Milwaukee, WI",43.0198244516671,-87.9097385068519
342,2020-06-03,2019-06-17,"GMRI, INC",THE OLIVE GARDEN ITALIAN RES #1443,"JENNIFER L MEYER, Agt",420072000.0,8531,W,BROWN DEER,RD,9.0,4.0,BTAVN,Class B Tavern License,300.0,,420072000,"Milwaukee, WI",43.0296208,-87.9095508
343,2020-04-10,2019-06-20,Royal Plaza Liquor Inc,Royal Plaza Liquor Inc,"GURMEET K DHILLON, Agt",331262000.0,8700,W,BROWN DEER,RD,9.0,4.0,ALQML,Class A Malt & Class A Liquor License,,,331262000,"Milwaukee, WI",43.0296208,-87.9095508
344,2020-02-05,2019-01-15,"FAMILY MART, LLC",LIQUOR DEPOT,"VIPAN DUTTA, Agt",,9108,W,BROWN DEER,RD,9.0,4.0,ALQML,Class A Malt & Class A Liquor License,,,341161000,"Milwaukee, WI",43.063629,-87.889141
345,2020-07-30,2019-07-09,JING'S CORPORATION,JING'S,"JING WANG, Agt",,207,E,BUFFALO,ST,4.0,1.0,BBEER,Class B Fermented Malt Beverage Retailer's License,45.0,,3920991000,"Milwaukee, WI",43.006632,-87.9334
346,2020-07-30,2019-07-09,JING'S CORPORATION,JING'S,"JING WANG, Agt",,207,E,BUFFALO,ST,4.0,1.0,CWINE,Class C Wine Retailer's License,45.0,,3920991000,"Milwaukee, WI",43.0683093265306,-87.9896264897959
347,2020-03-19,2019-03-27,"Copper Penguin Management Group, LLC",Site 1A,"Aaron Ohlsson, Agt",3920993000.0,231,E,BUFFALO,ST,4.0,1.0,BTAVN,Class B Tavern License,250.0,,3920993000,"Milwaukee, WI",43.063968,-87.903992
348,2020-05-29,2019-05-07,"BOSCO'S ON BURLEIGH, LLC",BOSCO'S ON BURLEIGH,"LOUIS J FRAGASSI, Agt",2810909100.0,1000,E,BURLEIGH,ST,3.0,5.0,BTAVN,Class B Tavern License,80.0,,2810909100,"Milwaukee, WI",43.063968,-87.903992
349,2020-10-06,2019-09-25,ACD PRODUCTION INC,TWO,"DONALD R KRAUSE, Agt",2810950000.0,718,E,BURLEIGH,ST,3.0,5.0,BTAVN,Class B Tavern License,25.0,,2810950000,"Milwaukee, WI",43.0524503,-87.8974713
350,2019-12-18,2018-12-04,"ACD PRODUCTION, INC",ART BAR CAFE & GALLERY,"DONALD R KRAUSE, Agt",,722,E,BURLEIGH,ST,3.0,5.0,BTAVN,Class B Tavern License,217.0,,2812801000,"Milwaukee, WI",43.0530447,-87.8964645
351,2019-12-10,2018-11-27,ADAMS FOOD LLC,BURLEIGH FOOD MART,"MUSTAFA T MUSTAFA, Agt",2830586100.0,1120,W,BURLEIGH,ST,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2830586100,"Milwaukee, WI",43.0530447,-87.8964645
352,2020-06-30,2019-06-18,PEOPLE'S LOUNGE,PEOPLE'S LOUNGE,"MC WILLIE LEWIS, SP",2860478000.0,3328,W,BURLEIGH,ST,7.0,7.0,BTAVN,Class B Tavern License,150.0,,2860478000,"Milwaukee, WI",43.0530482,-87.8958486
353,2020-09-15,2019-08-27,SRJEWELL ENTERTAINMENT LLC,42nd Street Bar & Grill,"SHERLISE A JEWELL, Agt",2870542100.0,4200,W,BURLEIGH,ST,7.0,7.0,BTAVN,Class B Tavern License,80.0,,2870542100,"Milwaukee, WI",43.0530509,-87.8956938
354,2020-07-27,2019-07-09,"WAZ'S PUB, INC",WAZ'S PUB,"SHELLY R WASMUND, Agt",2880106000.0,4532,W,BURLEIGH,ST,7.0,7.0,BTAVN,Class B Tavern License,65.0,,2880106000,"Milwaukee, WI",43.0530937,-87.8947670637749
355,2020-03-17,2019-03-18,Clark's Beer & Liqour INC.,Clark's Beer & Liquor Mart,"Prakash Navadia, Agt",2880495100.0,4728,W,BURLEIGH,ST,7.0,7.0,ALQML,Class A Malt & Class A Liquor License,,,2880495100,"Milwaukee, WI",43.0528519,-87.8953142
356,2020-07-25,2019-07-09,"V & T LIQUORS, INC",V & T WINE & LIQUOR,"VICKIE M BROOKS, Agt",2830692000.0,916,W,BURLEIGH,ST,6.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,2830692000,"Milwaukee, WI",43.0528028,-87.8947075653638
357,2020-11-12,2019-11-05,EL PARIAN,EL PARIAN,"RICARDO MONTES ALVARADO, SP",4710041000.0,2901,W,BURNHAM,ST,8.0,2.0,BTAVN,Class B Tavern License,60.0,,4710041000,"Milwaukee, WI",43.0530385,-87.8943167
358,2020-02-18,2019-02-05,Oscar's Winner's Circle LLC,Oscar's Winner's Circle,"Elisabeth Stoeger, Agt",4570801000.0,3800,W,BURNHAM,ST,8.0,2.0,BTAVN,Class B Tavern License,126.0,Capacity 86 inside. 40 outside= 126 premises capacity,4570801000,"Milwaukee, WI",43.05276655,-87.9041490306742
359,2019-12-14,2018-11-28,Foamation Enterprises LLC,Foamation/Cheesehead Factory,"Ralph J Bruno, Agt",4310502100.0,1120,S,Barclay,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4310502100,"Milwaukee, WI",43.0524503,-87.8974713
360,2020-07-22,2019-07-09,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",4280257100.0,158,S,Barclay,ST,12.0,1.0,BBEER,Class B Fermented Malt Beverage Retailer's License,149.0,,4280257100,"Milwaukee, WI",43.0420184,-87.9082236
361,2020-07-22,2019-07-09,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",4280257100.0,158,S,Barclay,ST,12.0,1.0,CWINE,Class C Wine Retailer's License,,,4280257100,"Milwaukee, WI",43.0420184,-87.9082236
362,2020-09-04,2019-08-26,"The Original MKE, LLC",The Original,"Eric E Rzepka, Agt",3201102000.0,2498,N,Bartlett,AV,3.0,1.0,BTAVN,Class B Tavern License,99.0,,3201102000,"Milwaukee, WI",43.0420184,-87.9082236
363,2020-11-28,2019-11-20,Paul's Liquor LLC,Paul's Liquor,"AGIAPAL SINGH, Agt",4691751000.0,1600,W,Becher,ST,12.0,2.0,ALQML,Class A Malt & Class A Liquor License,,,4691751000,"Milwaukee, WI",43.0420184,-87.9082236
364,2020-05-29,2019-05-30,Blaine PL Xpress Pantry Inc,Express Pantry,"Gurinder S Nagra, Agt",3059999110.0,2719,N,Blaine,PL,10.0,7.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3059999110,"Milwaukee, WI",43.0420184,-87.9082236
365,2020-07-30,2019-07-09,Story Hill BKC LLC,Story Hill Bottle - Kitchen - Cup,"DANIEL S SIDNER, Agt",4040521000.0,5100,W,Blue Mound,RD,10.0,3.0,BTAVN,Class B Tavern License,,,4040521000,"Milwaukee, WI",43.1777655828607,-87.9950483434045
366,2020-06-02,2019-05-08,Valdemar 5108 LLC,Fat Valdy's,"Rosa Isela Real Perez, Agt",4040520100.0,5108,W,Blue Mound,RD,10.0,3.0,BTAVN,Class B Tavern License,,,4040520100,"Milwaukee, WI",43.1776075856567,-87.9960803030305
367,2020-05-26,2019-05-07,DugOut 54 Inc,DugOut 54,"KARLIS A VECITIS, Agt",4040216100.0,5328,W,Blue Mound,RD,10.0,3.0,BTAVN,Class B Tavern License,689.0,"600- first floor, 89 - lower level",4040216100,"Milwaukee, WI",43.1777826374668,-88.0134189682316
368,2020-05-24,2019-05-07,Milwaukee Steakhouse LLC,Milwaukee Steakhouse,"KEVIN M NUGENT, Agt",3840271100.0,6024,W,Blue Mound,RD,10.0,3.0,BTAVN,Class B Tavern License,99.0,,3840271100,"Milwaukee, WI",43.1777514371131,-88.0168455521966
369,2020-04-15,2019-04-18,Midget Food LLC,Midget Food LLC,"Nizar Y Alkhatib, Agt",3211464000.0,2500,N,Booth,ST,6.0,5.0,ALIQR,Class A Retailer's Intoxicating Liquor License,,,3211464000,"Milwaukee, WI",43.02552875,-87.9136276503608
370,2020-04-15,2019-04-18,Midget Food LLC,Midget Food LLC,"Nizar Y Alkhatib, Agt",3211464000.0,2500,N,Booth,ST,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3211464000,"Milwaukee, WI",43.02552875,-87.9136276503608
371,2020-01-23,2019-01-31,Sorivilla Inc,Kompali,"KARLOS J SORIANO, Agt",3590618100.0,1205,E,Brady,ST,3.0,1.0,BTAVN,Class B Tavern License,99.0,,3590618100,"Milwaukee, WI",43.0336493,-87.9086749
372,2020-06-10,2019-06-12,"Smith Sisters, LLC",Brewed Cafe,"SHEILA M PUFAHL-BETTIN, Agt",3550846000.0,1208,E,Brady,ST,3.0,1.0,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3550846000,"Milwaukee, WI",43.0339728,-87.908331
373,2020-06-10,2019-06-12,"Smith Sisters, LLC",Brewed Cafe,"SHEILA M PUFAHL-BETTIN, Agt",3550846000.0,1208,E,Brady,ST,3.0,1.0,CWINE,Class C Wine Retailer's License,,,3550846000,"Milwaukee, WI",43.0339728,-87.908331
374,2020-01-29,2019-01-14,Lazy Tiger Group LLC,Easy Tyger Restaurant,"NONGLUK BURANABUNYUT, Agt",3550842100.0,1230,E,Brady,ST,3.0,1.0,BTAVN,Class B Tavern License,,,3550842100,"Milwaukee, WI",43.0339728,-87.908331
